Name	Artist	Composer	Album	Grouping	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equaliser	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
The Alphabeat	David Guetta		Nothing But the Beat		House	9122620	269			13		2011	13/09/2013 21:39	24/09/2013 23:49	262	44100		MPEG audio file		Inspiron	3		1	28/11/2013 1:13	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\David Guetta\Nothing But the Beat\13 The Alphabeat.mp3
Sunshine (David Guetta & Avicii)	David Guetta		Nothing But the Beat		House	11789690	360			15		2011	5/03/2012 2:09	24/09/2013 23:49	254	44100		MPEG audio file		Inspiron	4	28/10/2013 21:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\David Guetta\Nothing But the Beat\15 Sunshine (David Guetta & Avicii).mp3
The Downfall Of Us All	A Day To Remember	A Day to Remember/Jeremy McKinnon	Homesick		Post-Hardcore	8367824	209			1		2009	9/03/2010 11:22	24/09/2013 23:49	320	44100		MPEG audio file			1	25/09/2013 0:01			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\A Day to Remember\Homesick\01 The Downfall Of Us All.mp3
Long Time Lie	Depeche Mode	Martin Gore	Delta Machine (Deluxe)		Alternative	8715872	263	2	2	1	4	2013	28/03/2013 20:05	1/11/2013 20:20	256	44100		AAC audio file			1	3/11/2013 21:23	1	28/11/2013 1:14	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Depeche Mode\Delta Machine (Deluxe)\2-01 Long Time Lie.m4a
Ghetto Child - The Detroit Spinners	Detroit Spinners		Disco Inferno 2		Electronic	10640448	332			9		2008	30/09/2012 22:39	24/09/2013 23:49	256	44100		MPEG audio file		 00002967 000021CA 000142FD 0001AD9D 000117A3 0001C853 00008000 00008000 00000017 00000017	1	10/10/2013 13:27	1	7/11/2013 14:29	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Various Artists\Disco Inferno 2\09 Ghetto Child - The Detroit Spinne.mp3
Blue Horizon	Digital Punk & Noisecontrollers					4214912	207			1		2011	24/03/2011 16:13	24/09/2013 23:49	159	48000		MPEG audio file		www.dvdvideosoft.com	1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Digital Punk & Noisecontrollers\Unknown Album\01 Blue Horizon.mp3
Sultans of Swing	Dire Straits		Straights		Pop	5680913	346						13/09/2013 21:39	24/09/2013 23:49	128	44100		MPEG audio file		Cleaned by TuneUp!	4	10/12/2013 17:21	1	2/11/2013 9:57	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dire Straits\Straights\Sultans of Swing.mp3
The Game	Disturbed		The Sickness		Alternative	8445715	227	1	1	2	12	2000	9/02/2012 15:28	1/11/2013 20:20	256	44100		AAC audio file			1	3/11/2013 21:43			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Disturbed\The Sickness\02 The Game.m4a
The State Of Massachusetts	Dropkick Murphys	Brennan/Casey/Dropkick MurphysBarr/Kelly/Lynch/Orrell	The Meanest of Times		Rock	6510931	232			3	20	2008	13/09/2013 21:39	24/09/2013 23:49	224	44100		MPEG audio file			6	4/01/2014 19:09			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\The Meanest of Times\03 The State Of Massachusetts.mp3
Tomorrow's Industry	Dropkick Murphys	Brennan/Casey/Dropkick MurphysBarr/Kelly/Lynch/Orrell	The Meanest of Times		Rock	3908653	139			4	20	2008	13/09/2013 21:40	24/09/2013 23:49	224	44100		MPEG audio file			5	4/01/2014 19:11			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\The Meanest of Times\04 Tomorrow's Industry.mp3
Loyal To No-One	Dropkick Murphys	Brennan/Casey/Dropkick MurphysBarr/Kelly/Lynch/Orrell	The Meanest of Times		Rock	4079653	145			11	20	2008	13/09/2013 21:40	24/09/2013 23:49	224	44100		MPEG audio file			3	4/01/2014 19:14	1	28/11/2013 1:14	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\The Meanest of Times\11 Loyal To No-One.mp3
Johnny, I Hardly Knew Ya	Dropkick Murphys	Traditional	The Meanest of Times		Rock	6580374	234			14	20	2008	13/09/2013 21:40	24/09/2013 23:49	224	44100		MPEG audio file			2	4/01/2014 19:18			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\The Meanest of Times\14 Johnny, I Hardly Knew Ya.mp3
Flannigan's Ball (Original Version)	Dropkick Murphys	Barr/Brennan/Casey/Dropkick Murphys/Kelly/Lynch/Orrell/Traditional	The Meanest of Times		Rock	6133760	218			20	20	2008	23/02/2012 11:55	24/09/2013 23:49	224	44100		MPEG audio file			2	4/01/2014 19:21	1	18/12/2013 19:14	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\The Meanest of Times\20 Flannigan's Ball (Original Versio.mp3
The Wild Rover	Dropkick Murphys	Traditional	Sing Loud, Sing Proud!		Rock	4945620	205			15	16	2001	13/09/2013 21:40	24/09/2013 23:49	192	44100		MPEG audio file			2	4/01/2014 19:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dropkick Murphys\Sing Loud, Sing Proud!\15 The Wild Rover.mp3
Society Gates	Dub FX		Everythinks A Ripple		Hip-Hop	18686111	466			4	14	2009	13/09/2013 21:27	24/09/2013 23:49	320	44100		MPEG audio file			4	18/12/2013 20:58			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dub FX\Everythinks A Ripple\04 Society Gates.mp3
Wandering Love (feat. Mr. Woodnote & Flower Fairy)	Dub FX		Everythinks A Ripple		Hip-Hop	13113976	327			5	14	2009	25/04/2013 15:20	24/09/2013 23:49	320	44100		MPEG audio file			4	18/12/2013 21:03			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dub FX\Everythinks A Ripple\05 Wandering Love (feat. Mr. Woodnot.mp3
Made	Dub FX		Everythinks A Ripple		Hip-Hop	17368786	433			11	14	2009	13/09/2013 21:28	24/09/2013 23:49	320	44100		MPEG audio file			1	18/12/2013 21:37			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Dub FX\Everythinks A Ripple\11 Made.mp3
Primordial Breath	Eluveitie	Christian "Chrigel" Glanzmann, Ivo Henzi, Simeon Koch, Kay Brem, Merlin Sutter, Meri Tadic, Anna Murphy, Patrick "Päde" Kistler	Slania	Studio Album	Folk/Melodic Death Metal	10810845	259	1	1	2	13	2008	11/06/2012 15:44	24/09/2013 23:49	320	44100		MPEG audio file		Ender's Collection	4	15/12/2013 16:59	1	28/11/2013 1:15	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Eluveitie\Slania\02 Primordial Breath.mp3
FUNK (The Bloody Beetroots Remix)	Etienne De Crecy		discodust.blogspot.com		Electronic	7444480	232			1		2007	14/09/2011 14:46	24/09/2013 23:49	256	44100		MPEG audio file		 00000854 0000078F 000047DB 0000207A 0000273E 00015FD5 00008000 00008000 00004E20 00004E20	3	4/01/2014 20:04	1	4/01/2014 20:04	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Etienne De Crecy\discodust.blogspot.com\01 FUNK (The Bloody Beetroots Remix).mp3
X Rated	Excision		X Rated		Dubstep	10617251	265					2011	13/09/2013 21:31	24/09/2013 23:49	320	44100		MPEG audio file			3	21/10/2013 1:27			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Excision\X Rated\X Rated.mp3
Cold As Ice	Foreigner 					3294067	205						1/03/2013 2:53	24/09/2013 23:49	128	22050		MPEG audio file			3	14/12/2013 0:55			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Foreigner\Unknown Album\Cold As Ice.mp3
Flavor	Girls In Hawaii	Girls in Hawaii/Vancauwenberge/Wielemans	From Here To There		Pop-Rock	2616387	217	1	1	9		2005	29/04/2013 17:18	1/11/2013 20:20	96	44100		MPEG audio file			2	14/12/2013 0:59			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Girls In Hawaii\From Here To There\09 Flavor.mp3
Stylo Ft. Bobby Womack & Mos Def	Gorillaz		Plastic Beach		Alternative	6472051	269			5		2010	26/09/2013 13:41	26/09/2013 13:54	189	44100		MPEG audio file			2	10/10/2013 12:45			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\05 Stylo Ft. Bobby Womack & Mos Def.mp3
Superfast Jellyfish Ft. Gruff Rhys & De La Soul	Gorillaz		Plastic Beach		Alternative	4078426	174			6		2010	26/09/2013 13:41	26/09/2013 13:54	183	44100		MPEG audio file			3	10/10/2013 12:48			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\06 Superfast Jellyfish Ft. Gruff Rhy.mp3
Empire Ants Ft. Little Dragon	Gorillaz		Plastic Beach		Alternative	6691143	281			7		2010	26/09/2013 13:41	26/09/2013 13:54	188	44100		MPEG audio file			3	10/10/2013 12:52			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\07 Empire Ants Ft. Little Dragon.mp3
Glitter Freeze Ft. Mark E. Smith	Gorillaz		Plastic Beach		Alternative	5426399	239			8		2010	26/09/2013 13:41	26/09/2013 13:54	178	44100		MPEG audio file			3	20/10/2013 1:22			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\08 Glitter Freeze Ft. Mark E. Smith.mp3
Some Kind of Nature Ft. Lou Reed	Gorillaz		Plastic Beach		Alternative	4184716	177			9		2010	26/09/2013 13:41	26/09/2013 13:54	184	44100		MPEG audio file			3	20/10/2013 1:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\09 Some Kind of Nature Ft. Lou Reed.mp3
On Melancholy Hill	Gorillaz		Plastic Beach		Alternative	5049777	227			10		2010	26/09/2013 13:41	26/09/2013 13:54	174	44100		MPEG audio file			3	20/10/2013 1:28			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\10 On Melancholy Hill.mp3
Broken	Gorillaz		Plastic Beach		Alternative	4648397	194			11		2010	26/09/2013 13:41	26/09/2013 13:54	188	44100		MPEG audio file			3	20/10/2013 1:32			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\11 Broken.mp3
Sweepstakes Ft. Mos Def & Hypnotic Brass Ensemble	Gorillaz		Plastic Beach		Alternative	6006441	319			12		2010	26/09/2013 13:41	26/09/2013 13:54	148	44100		MPEG audio file			2	20/10/2013 1:37			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\12 Sweepstakes Ft. Mos Def & Hypnoti.mp3
Plastic Beach Ft. Mick Jones & Paul Simon	Gorillaz		Plastic Beach		Alternative	5141647	226			13		2010	26/09/2013 13:41	26/09/2013 13:54	179	44100		MPEG audio file			2	20/10/2013 1:41			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\13 Plastic Beach Ft. Mick Jones & Pa.mp3
To Binge Ft. Little Dragon	Gorillaz		Plastic Beach		Alternative	5204610	236			14		2010	26/09/2013 13:41	26/09/2013 13:54	173	44100		MPEG audio file			3	20/10/2013 1:45			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\14 To Binge Ft. Little Dragon.mp3
Cloud of Unknowing Ft. Bobby Womack & sinfonia ViVA	Gorillaz		Plastic Beach		Alternative	3868630	186			15		2010	26/09/2013 13:41	26/09/2013 13:54	162	44100		MPEG audio file			3	20/10/2013 1:48			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\15 Cloud of Unknowing Ft. Bobby Woma.mp3
Pirate Jet	Gorillaz		Plastic Beach		Alternative	3099554	144			16		2010	26/09/2013 13:41	26/09/2013 13:54	167	44100		MPEG audio file			2	10/10/2013 12:36			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Gorillaz\Plastic Beach\16 Pirate Jet.mp3
Ready For The Floor	Hot Chip	Hot Chip	Made In The Dark		Electronica/Dance	9350476	232	1	1	3	13	2008	13/09/2013 22:09	24/09/2013 23:49	320	44100		MPEG audio file			5	5/11/2013 22:39			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Hot Chip\Made In The Dark\03 Ready For The Floor.mp3
On Top of the World	Imagine Dragons	Dan Reynolds, Wayne Sermon, Ben McKee & Alex Da Kid	Night Visions		Alternative	7756768	192	1	1	5	13	2012	15/07/2013 22:48	24/09/2013 23:49	320	48000		MPEG audio file			5	5/11/2013 23:34			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Imagine Dragons\Night Visions\05 On Top of the World.mp3
Hear Me	Imagine Dragons	Dan Reynolds, Wayne Sermon & Ben McKee	Night Visions		Alternative	9493327	235	1	1	7	13	2012	13/09/2013 22:12	24/09/2013 23:49	320	48000		MPEG audio file			3	5/11/2013 23:42			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Imagine Dragons\Night Visions\07 Hear Me.mp3
We Are The Future, Brother	Impulse Factory		Traxtorm Power - The Best Of Italian Hardcore		Hardcore	4503158	187	1	2	3		2001	24/03/2010 19:57	24/09/2013 23:49	192	44100		MPEG audio file		Demoniac					60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Impulse Factory\Traxtorm Power - The Best Of Italian Har\1-03 We Are The Future, Brother.mp3
Sweat (A la la la Long)	Inner Circle	Ian Lewis	Bad To The Bone		Reggae	3628418	225			16		1996	19/05/2011 21:13	24/09/2013 23:49	128	44100		MPEG audio file		 00000732 00000712 00002743 00002EAF 0000EA8E 00007547 00008000 00008000 0000EA8E 00007547	1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Various Artists\Bad To The Bone\16 Sweat (A la la la Long).mp3
Don't Stop Believing	Journey					3877913	294			1		2011	13/09/2013 22:10	24/09/2013 23:49	104	44100		MPEG audio file		www.dvdvideosoft.com	2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Journey\Unknown Album\01 Don't Stop Believing.mp3
Phantom	Justice				Electronic	4278925	262	1		5		2007	6/01/2014 2:21	24/09/2013 23:49	128	44100		AAC audio file			1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Compilations\Cross\1-05 Phantom.m4a
Somewhere Only We Know	Keane	Tim Rice-Oxley	Greatest Hits		Alternative	7603980	237			13		2010	5/01/2013 16:51	24/09/2013 23:49	256	44100		MPEG audio file			1	4/12/2013 0:21			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Keane\Greatest Hits\13 Somewhere Only We Know.mp3
Africa	Key Of Dreams		La "Dolce Vita" / Dance Italiens		Electronic	3544419	221			5	12	1991	14/09/2011 14:46	24/09/2013 23:49	128	44100		MPEG audio file			2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Compilations\La _Dolce Vita_ _ Dance Italiens\05 Africa.mp3
Mr. Brightside	The Killers	Dave Keuning	Hot Fuss		Indie Rock	7395458	222	1	1	2	12	2004	9/02/2012 16:15	1/11/2013 20:21	256	44100		AAC audio file			1	6/11/2013 0:13	1	6/01/2014 2:10	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\The Killers\Hot Fuss\02 Mr. Brightside.m4a
In A Heartbeat (Feat Terry Callier)	koop	Magnus Zingmark/Oscar Simonsson/Terry Callier	waltz for koop		Jazz	7603579	310			7		2002	24/09/2012 22:41	24/09/2013 23:49	192	44100		MPEG audio file		 00000783 0000064C 000074A7 00004FD0 00021AC6 00021AC6 00008000 00008000 000057CC 00006D06	3	28/12/2013 22:08			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Koop\waltz for koop\07 In A Heartbeat (Feat Terry Callie.mp3
Radioactivity	Kraftwerk		Greatest Hits Disc 1		Electronic	8059592	200	1	2	3		2008	26/05/2012 19:13	24/09/2013 23:49	320	44100		MPEG audio file		vtwin88cube	2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Kraftwerk\Greatest Hits Disc 1\1-03 Radioactivity.mp3
Computer Love	Kraftwerk		Greatest Hits Disc 1		Electronic	17587919	438	1	2	5		2008	13/09/2013 21:42	24/09/2013 23:49	320	44100		MPEG audio file		vtwin88cube	3				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Kraftwerk\Greatest Hits Disc 1\1-05 Computer Love.mp3
Aero Dynamik	Kraftwerk		Greatest Hits Disc 2		Electronic	12235004	304	2	2	2		2008	26/05/2012 19:13	24/09/2013 23:49	320	44100		MPEG audio file		vtwin88cube	3		3	26/12/2013 1:29	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Kraftwerk\Greatest Hits Disc 2\2-02 Aero Dynamik.mp3
Pocket Calculator	Kraftwerk		Greatest Hits Disc 2		Electronic	11974995	298	2	2	8		2008	13/09/2013 21:42	24/09/2013 23:49	320	44100		MPEG audio file		vtwin88cube					60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Kraftwerk\Greatest Hits Disc 2\2-08 Pocket Calculator.mp3
Numbers	Kraftwerk		Greatest Hits Disc 2		Electronic	8100343	201	2	2	9		2008	26/05/2012 19:15	24/09/2013 23:49	320	44100		MPEG audio file		vtwin88cube					60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Kraftwerk\Greatest Hits Disc 2\2-09 Numbers.mp3
Zi-Zi's Journey	Lindsey Stirling		Lindsey Stirling		Electronic	7884885	197	1	1	2		2012	13/09/2013 22:10	24/09/2013 23:49	320	44100		MPEG audio file		Visit us at www.p2pdl.com.	1				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Lindsey Stirling\Lindsey Stirling\02 Zi-Zi's Journey.mp3
Elements	Lindsey Stirling		Lindsey Stirling		Electronic	9901538	247	1	1	8		2012	21/12/2012 0:07	24/09/2013 23:49	320	44100		MPEG audio file		Visit us at www.p2pdl.com.					60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Lindsey Stirling\Lindsey Stirling\08 Elements.mp3
Papercut	Linkin Park	Linkin Park	Hybrid Theory		Alternative Metal	7458431	185	1	1	1		2000	13/09/2013 22:06	24/09/2013 23:49	320	44100		MPEG audio file			4	28/12/2013 2:35	1	28/11/2013 1:16	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Hybrid Theory\01 Papercut.mp3
Crawling	Linkin Park	Brad Delson/Chester Bennington/Dave "Phoenix" Farrell/Joseph Hahn/Mark Wakefield/Mike Shinoda/Rob Bourdon	Hybrid Theory		Alternative Metal	8398050	209	1	1	5		2000	13/09/2013 22:07	24/09/2013 23:49	320	44100		MPEG audio file			2	16/10/2013 0:11			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Hybrid Theory\05 Crawling.mp3
Forgotten	Linkin Park	Linkin Park	Hybrid Theory		Alternative Metal	7814997	194	1	1	10		2000	13/09/2013 22:08	24/09/2013 23:49	320	44100		MPEG audio file			2		1	16/10/2013 0:24	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Hybrid Theory\10 Forgotten.mp3
Pushing Me Away	Linkin Park	Linkin Park	Hybrid Theory		Alternative Metal	7696923	191	1	1	12		2000	13/09/2013 22:08	24/09/2013 23:49	320	44100		MPEG audio file			2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Hybrid Theory\12 Pushing Me Away.mp3
Lying From You	Linkin Park	Linkin Park	Meteora		Alt Metal	7002480	175			4		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	3/01/2014 23:49			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\04 Lying From You.mp3
Hit The Floor	Linkin Park	Linkin Park	Meteora		Alt Metal	6568848	164			5		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	3/01/2014 23:51			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\05 Hit The Floor.mp3
Easier To Run	Linkin Park	Linkin Park	Meteora		Alt Metal	8167542	204			6		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	3/01/2014 23:55			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\06 Easier To Run.mp3
Faint	Linkin Park	Linkin Park	Meteora		Alt Metal	6485256	162			7		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	3/01/2014 23:58			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\07 Faint.mp3
Figure.09	Linkin Park	Linkin Park	Meteora		Alt Metal	7901093	197			8		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	4/01/2014 0:01			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\08 Figure.09.mp3
Breaking The Habit	Linkin Park	Linkin Park	Meteora		Alt Metal	7845713	196			9		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	4/01/2014 0:04			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\09 Breaking The Habit.mp3
From The Inside	Linkin Park	Linkin Park	Meteora		Alt Metal	7021288	175			10		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	4/01/2014 0:07			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\10 From The Inside.mp3
Nobody's Listening	Linkin Park	Linkin Park	Meteora		Alt Metal	7155035	178			11		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			4	4/01/2014 0:10			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\11 Nobody's Listening.mp3
Session	Linkin Park	Linkin Park	Meteora		Alt Metal	5790399	144			12		2003	20/09/2010 10:59	24/09/2013 23:49	320	44100		MPEG audio file			3	16/10/2013 0:45			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Meteora\12 Session.mp3
Shadow Of The Day	Linkin Park		Minutes To Midnight		Alternative	11598501	289			5	12	2007	13/09/2013 22:06	24/09/2013 23:49	319	44100		MPEG audio file		Track 5	2	16/10/2013 1:04			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Minutes To Midnight\05 Shadow Of The Day.mp3
What I've Done	Linkin Park		Minutes To Midnight		Alternative	8213853	205			6	12	2007	13/09/2013 22:06	24/09/2013 23:49	319	44100		MPEG audio file		Track 6	3	16/10/2013 1:07			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\Minutes To Midnight\06 What I've Done.mp3
The Catalyst	Linkin Park	Linkin Park	A Thousand Suns		Rock	13626366	339			14		2010	13/09/2013 21:52	24/09/2013 23:49	320	44100		MPEG audio file		Enjoy! Grtz Blink®!	3	16/10/2013 1:33			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Linkin Park\A Thousand Suns\14 The Catalyst.mp3
Animals (Original Mix)	Martin Garrix		Animals		Progressive House	12228904	304			1		2013	28/08/2013 20:45	24/09/2013 23:49	320	44100		MPEG audio file			1		1	3/11/2013 8:15	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Martin Garrix\Animals\01 Animals (Original Mix).mp3
Master Of Puppets	Metallica				Metal	21579559	516	1	1	2	8	1986	13/09/2013 21:43	24/09/2013 23:49	320	44100		MPEG audio file			3	12/12/2013 16:10			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Metallica\Unknown Album\02 Master Of Puppets.mp3
Time to Pretend	MGMT	Andrew VanWyngarden/Ben Goldwasser	Oracular Spectacular		Indie	9033631	261			1		2007	24/09/2012 23:05	24/09/2013 23:49	262	44100		MPEG audio file			5	18/12/2013 19:33			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\MGMT\Oracular Spectacular\01 Time to Pretend.mp3
Any Other World	Mika		Life In Cartoon Motion		Pop	6234829	259			6		2007	13/09/2013 21:43	24/09/2013 23:49	192	44100		MPEG audio file			3				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Mika\Life In Cartoon Motion\06 Any Other World.mp3
Happy Ending	Mika		Life In Cartoon Motion		Pop	6572214	273			10		2007	13/09/2013 21:43	24/09/2013 23:49	192	44100		MPEG audio file			2				60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Mika\Life In Cartoon Motion\10 Happy Ending.mp3
Time Is Running Out	Muse	Chris Wolstenholme/Dominic Howard/Matthew Bellamy/Muse	Absolution		Indie Rock	7866214	236	1	1	3	14	2004	15/07/2013 16:51	1/11/2013 20:20	256	44100		AAC audio file			4	4/01/2014 1:28			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Muse\Absolution\03 Time Is Running Out.m4a
Thoughts Of A Dying Atheist	Muse	Chris Wolstenholme/Dominic Howard/Matthew Bellamy/Muse	Absolution		Indie Rock	6223965	191	1	1	13	14	2004	15/07/2013 16:51	1/11/2013 20:21	256	44100		AAC audio file			2	6/12/2013 14:53			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Muse\Absolution\13 Thoughts Of A Dying Atheist.m4a
Iron Heart	Netsky		Netsky		Drum & Bass	14264770	356			2	13	2010	12/08/2012 22:20	24/09/2013 23:49	320	44100		MPEG audio file		So here it is, the most eagerly anticipated Drum + Bass album of the decade. Not since the explosion onto the scene of High Contrast way back in 2001 have we witnessed an artist rise to  prominence so quickly.    In under a year Netsky has released massiv	4	20/12/2013 3:34	1	7/11/2013 14:53	60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\Netsky\02 Iron Heart.mp3
Secret Agent	Netsky		Netsky		Drum & Bass	13369808	334			4	13	2010	12/08/2012 22:19	24/09/2013 23:49	320	44100		MPEG audio file		So here it is, the most eagerly anticipated Drum + Bass album of the decade. Not since the explosion onto the scene of High Contrast way back in 2001 have we witnessed an artist rise to  prominence so quickly.    In under a year Netsky has released massiv	2	20/12/2013 3:40			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\Netsky\04 Secret Agent.mp3
Jetlag Funk	Netsky		2 Deluxe		Dance	12808020	318	1	2	9	15	2012	6/04/2013 2:10	24/09/2013 23:49	320	44100		MPEG audio file			2	7/11/2013 14:59			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\2 Deluxe\1-09 Jetlag Funk.mp3
Puppy	Netsky		2 Deluxe		Dance	10467443	260	1	2	10	15	2012	6/04/2013 2:09	24/09/2013 23:49	320	44100		MPEG audio file			3	7/11/2013 15:03			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\2 Deluxe\1-10 Puppy.mp3
Detonate	Netsky		2 Deluxe		Dance	9282532	230	1	2	12	15	2012	6/04/2013 2:10	24/09/2013 23:49	320	44100		MPEG audio file			1	7/11/2013 15:11			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\2 Deluxe\1-12 Detonate.mp3
We Can Only Live Today (Puppy) [feat. Billie]	Netsky		2 Deluxe		Dance	8263846	205	2	2	16	30	2012	6/04/2013 2:10	24/09/2013 23:49	320	44100		MPEG audio file			1	7/11/2013 15:25			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\2 Deluxe\2-16 We Can Only Live Today (Puppy).mp3
No Strings Attached	Netsky		2 Deluxe		Dance	12647114	314	2	2	20	30	2012	6/04/2013 2:10	24/09/2013 23:49	320	44100		MPEG audio file			1	7/11/2013 15:39			60	C:\Users\Emile\Music\iTunes\iTunes Media\Music\Netsky\2 Deluxe\2-20 No Strings Attached.mp3
